Product_ID,Product_Name,Category,Supplier_Name,Order_Date,Delivery_Date,Stock_Quantity,Reorder_Level,Units_Sold,Purchase_Cost,Selling_Price,Warehouse_Location,Shipping_Time_Days
PROD9658,Phone,Sports,Supplier C,2024-12-04,2024-12-14,259,101,90,250,692,Chennai,10
PROD9659,Camera,Electronics,Supplier A,2024-02-22,2024-02-24,495,111,107,1820,2227,Bangalore,2
PROD9660,Tablet,Sports,Supplier C,2024-08-14,2024-08-16,444,50,116,1489,1589,Bangalore,2
PROD9661,Tablet,Fashion,Supplier D,2023-04-02,2023-04-04,445,128,32,548,827,Hyderabad,2
PROD9662,Watch,Sports,Supplier C,2023-12-03,2023-12-12,45,112,190,417,872,Chennai,9
PROD9663,Tablet,Sports,Supplier A,2024-11-27,2024-12-01,347,127,164,1817,1995,Delhi,4
PROD9664,AC,Fashion,Supplier B,2024-04-06,2024-04-09,47,123,172,1016,1395,Delhi,3
PROD9665,Fan,Home Appliances,Supplier B,2024-05-26,2024-06-05,220,134,165,789,1095,Chennai,10
PROD9666,Tablet,Fashion,Supplier C,2023-04-11,2023-04-18,252,133,191,550,1004,Hyderabad,7
PROD9667,Laptop,Sports,Supplier D,2023-04-11,2023-04-12,315,121,49,458,901,Chennai,1
PROD9668,Laptop,Sports,Supplier C,2023-10-04,2023-10-08,360,131,180,1122,1493,Delhi,4
PROD9669,Watch,Fashion,Supplier D,2023-12-12,2023-12-19,494,101,233,1577,1973,Delhi,7
PROD9670,Fan,Electronics,Supplier E,2023-07-15,2023-07-25,247,132,225,1164,1240,Bangalore,10
PROD9671,Tablet,Sports,Supplier B,2023-10-05,2023-10-09,295,95,198,1343,1539,Chennai,4
PROD9672,Shoes,Home Appliances,Supplier B,2024-01-24,2024-01-25,446,112,28,1765,2128,Hyderabad,1
PROD9673,Laptop,Home Appliances,Supplier C,2024-07-13,2024-07-16,191,57,207,1192,1327,Hyderabad,3
PROD9674,Tablet,Electronics,Supplier B,2023-07-19,2023-07-23,160,122,159,1241,1515,Bangalore,4
PROD9675,Watch,Electronics,Supplier A,2023-06-25,2023-06-27,195,82,256,464,607,Delhi,2
PROD9676,TV,Home Appliances,Supplier C,2023-04-07,2023-04-09,238,61,128,1584,1935,Chennai,2
PROD9677,Laptop,Sports,Supplier A,2023-05-14,2023-05-18,187,99,164,462,556,Bangalore,4
PROD9678,Fan,Electronics,Supplier A,2024-02-13,2024-02-18,335,97,16,890,1001,Delhi,5
PROD9679,Tablet,Sports,Supplier D,2024-11-01,2024-11-11,310,109,291,1162,1571,Delhi,10
PROD9680,Laptop,Sports,Supplier A,2023-04-22,2023-04-24,446,110,202,656,1054,Delhi,2
PROD9681,Watch,Electronics,Supplier B,2023-07-27,2023-07-30,420,87,215,1039,1511,Bangalore,3
PROD9682,Laptop,Sports,Supplier B,2024-01-26,2024-01-28,221,137,105,1540,1715,Mumbai,2
PROD9683,Phone,Electronics,Supplier A,2024-09-04,2024-09-10,198,90,145,436,516,Delhi,6
PROD9684,Fan,Sports,Supplier E,2024-02-05,2024-02-09,410,84,280,1438,1930,Bangalore,4
PROD9685,Watch,Fashion,Supplier C,2024-08-22,2024-08-29,134,66,94,704,782,Bangalore,7
PROD9686,Watch,Fashion,Supplier A,2023-07-23,2023-07-29,241,59,159,1253,1629,Hyderabad,6
PROD9687,Phone,Electronics,Supplier E,2024-01-03,2024-01-07,33,136,161,358,606,Chennai,4
PROD9688,Fan,Fashion,Supplier B,2023-06-23,2023-06-26,15,61,258,1122,1566,Chennai,3
PROD9689,TV,Fashion,Supplier B,2023-10-21,2023-10-24,393,80,81,1872,2100,Mumbai,3
PROD9690,AC,Home Appliances,Supplier E,2024-03-21,2024-03-22,252,145,141,1366,1787,Bangalore,1
PROD9691,TV,Electronics,Supplier C,2024-06-28,2024-07-03,85,143,33,463,823,Delhi,5
PROD9692,TV,Home Appliances,Supplier A,2023-06-17,2023-06-27,25,134,139,1756,2147,Bangalore,10
PROD9693,Watch,Electronics,Supplier C,2024-08-12,2024-08-13,165,146,191,1940,2044,Delhi,1
PROD9694,Laptop,Home Appliances,Supplier E,2023-11-20,2023-11-26,344,128,178,1946,2335,Chennai,6
PROD9695,Shoes,Electronics,Supplier B,2023-12-28,2024-01-06,303,62,99,1038,1443,Chennai,9
PROD9696,Tablet,Home Appliances,Supplier A,2023-06-16,2023-06-25,275,82,290,1116,1247,Hyderabad,9
PROD9697,AC,Electronics,Supplier E,2024-01-07,2024-01-09,442,123,213,1600,1743,Mumbai,2
PROD9698,Camera,Home Appliances,Supplier D,2024-01-21,2024-01-30,436,84,124,1006,1435,Chennai,9
PROD9699,Tablet,Electronics,Supplier A,2024-06-15,2024-06-24,94,93,270,1135,1622,Hyderabad,9
PROD9700,Shoes,Fashion,Supplier C,2023-10-17,2023-10-24,447,73,284,613,879,Mumbai,7
PROD9701,Watch,Home Appliances,Supplier D,2023-07-08,2023-07-11,471,102,128,1650,2060,Hyderabad,3
PROD9702,AC,Sports,Supplier D,2024-01-25,2024-02-02,252,122,216,897,1246,Mumbai,8
PROD9703,Laptop,Home Appliances,Supplier A,2024-05-12,2024-05-20,207,78,287,797,1170,Chennai,8
PROD9704,Shoes,Home Appliances,Supplier E,2023-02-24,2023-03-01,470,66,62,802,1265,Chennai,5
PROD9705,Mixer,Electronics,Supplier B,2024-10-16,2024-10-17,426,117,104,1919,2372,Hyderabad,1
PROD9706,Camera,Sports,Supplier C,2024-01-22,2024-01-29,434,69,58,677,898,Chennai,7
PROD9707,TV,Electronics,Supplier C,2023-10-03,2023-10-06,287,93,190,897,1160,Mumbai,3
PROD9708,TV,Home Appliances,Supplier A,2023-09-06,2023-09-09,5,61,103,952,1144,Delhi,3
PROD9709,Mixer,Home Appliances,Supplier E,2023-03-23,2023-03-31,370,50,156,1307,1794,Chennai,8
PROD9710,Mixer,Electronics,Supplier E,2024-09-05,2024-09-15,471,53,230,225,724,Hyderabad,10
PROD9711,Shoes,Home Appliances,Supplier A,2024-03-09,2024-03-12,366,76,196,688,861,Hyderabad,3
PROD9712,Camera,Sports,Supplier C,2024-05-05,2024-05-12,21,65,291,1447,1757,Chennai,7
PROD9713,Shoes,Electronics,Supplier D,2023-12-29,2024-01-07,110,67,205,359,619,Chennai,9
PROD9714,Fan,Sports,Supplier E,2023-09-22,2023-09-28,385,132,257,259,431,Bangalore,6
PROD9715,Fan,Home Appliances,Supplier A,2023-06-18,2023-06-21,266,52,231,1935,1993,Hyderabad,3
PROD9716,Mixer,Electronics,Supplier C,2023-02-01,2023-02-09,162,92,283,422,662,Mumbai,8
PROD9717,Camera,Electronics,Supplier E,2024-02-07,2024-02-09,464,86,266,1714,1953,Bangalore,2
PROD9718,AC,Sports,Supplier C,2024-07-06,2024-07-16,449,104,103,408,806,Chennai,10
PROD9719,Fan,Sports,Supplier C,2023-11-08,2023-11-16,289,108,246,1645,1753,Bangalore,8
PROD9720,Shoes,Fashion,Supplier D,2024-02-02,2024-02-10,375,66,216,1580,1671,Chennai,8
PROD9721,Phone,Home Appliances,Supplier A,2024-05-27,2024-06-06,309,83,169,756,1224,Chennai,10
PROD9722,Phone,Electronics,Supplier B,2024-05-21,2024-05-28,167,118,87,364,787,Chennai,7
PROD9723,Shoes,Sports,Supplier E,2024-05-20,2024-05-24,349,135,298,900,1177,Bangalore,4
PROD9724,Mixer,Home Appliances,Supplier C,2024-07-26,2024-08-03,52,117,10,715,766,Delhi,8
PROD9725,Tablet,Fashion,Supplier E,2023-12-22,2023-12-31,465,66,24,1140,1583,Mumbai,9
PROD9726,Phone,Electronics,Supplier B,2024-12-06,2024-12-08,424,122,198,382,776,Delhi,2
PROD9727,Shoes,Fashion,Supplier D,2024-01-20,2024-01-27,381,87,130,1278,1400,Bangalore,7
PROD9728,Tablet,Electronics,Supplier A,2024-04-30,2024-05-01,185,81,285,436,573,Bangalore,1
PROD9729,Tablet,Electronics,Supplier A,2024-05-02,2024-05-03,192,62,104,1211,1464,Bangalore,1
PROD9730,Laptop,Home Appliances,Supplier C,2024-05-16,2024-05-23,86,119,298,1864,2343,Hyderabad,7
PROD9731,TV,Home Appliances,Supplier E,2023-04-06,2023-04-15,91,117,13,415,670,Delhi,9
PROD9732,Watch,Sports,Supplier E,2024-09-07,2024-09-17,246,50,49,817,1000,Delhi,10
PROD9733,Shoes,Electronics,Supplier E,2023-06-23,2023-07-03,378,105,288,1812,2286,Mumbai,10
PROD9734,Watch,Home Appliances,Supplier B,2024-08-19,2024-08-21,442,126,3,731,786,Delhi,2
PROD9735,Laptop,Fashion,Supplier B,2023-06-23,2023-07-03,97,127,40,329,534,Hyderabad,10
PROD9736,AC,Sports,Supplier B,2023-02-20,2023-02-24,68,79,180,1713,2086,Bangalore,4
PROD9737,Laptop,Electronics,Supplier E,2024-04-26,2024-05-03,494,142,121,889,1072,Hyderabad,7
PROD9738,Fan,Electronics,Supplier B,2024-05-11,2024-05-14,275,84,246,292,453,Hyderabad,3
PROD9739,TV,Fashion,Supplier D,2023-10-18,2023-10-27,269,112,173,917,1175,Chennai,9
PROD9740,Mixer,Home Appliances,Supplier B,2024-02-08,2024-02-15,372,106,156,371,431,Mumbai,7
PROD9741,Phone,Home Appliances,Supplier E,2023-04-17,2023-04-20,249,103,93,890,978,Chennai,3
PROD9742,Shoes,Electronics,Supplier B,2024-07-22,2024-07-28,143,115,46,501,946,Delhi,6
PROD9743,TV,Electronics,Supplier A,2023-12-12,2023-12-16,446,97,43,1840,2052,Bangalore,4
PROD9744,Tablet,Home Appliances,Supplier A,2023-12-10,2023-12-17,488,129,165,272,712,Bangalore,7
PROD9745,Phone,Fashion,Supplier C,2023-07-09,2023-07-19,333,132,80,754,1216,Mumbai,10
PROD9746,Fan,Sports,Supplier A,2023-01-07,2023-01-12,400,114,286,964,1313,Mumbai,5
PROD9747,Laptop,Sports,Supplier E,2023-07-16,2023-07-19,424,62,203,1838,2129,Bangalore,3
PROD9748,Watch,Sports,Supplier A,2023-11-04,2023-11-10,318,91,195,1201,1357,Mumbai,6
PROD9749,Laptop,Fashion,Supplier B,2023-06-19,2023-06-28,3,85,61,1950,2291,Mumbai,9
PROD9750,Mixer,Electronics,Supplier E,2023-06-30,2023-07-10,120,117,71,1769,1969,Mumbai,10
PROD9751,Mixer,Sports,Supplier B,2024-09-05,2024-09-15,458,73,88,1848,2145,Chennai,10
PROD9752,Tablet,Sports,Supplier A,2024-01-25,2024-01-26,53,81,177,518,773,Delhi,1
PROD9753,Shoes,Sports,Supplier D,2023-09-13,2023-09-20,128,118,178,342,430,Bangalore,7
PROD9754,Mixer,Sports,Supplier B,2024-10-21,2024-10-27,426,109,224,288,385,Bangalore,6
PROD9755,Shoes,Electronics,Supplier D,2024-02-06,2024-02-14,206,126,263,1719,2086,Delhi,8
PROD9756,Fan,Fashion,Supplier E,2024-10-22,2024-10-28,385,126,82,1497,1759,Delhi,6
PROD9757,Mixer,Electronics,Supplier C,2023-10-11,2023-10-13,150,87,167,1492,1931,Bangalore,2
PROD9758,Tablet,Home Appliances,Supplier A,2024-12-17,2024-12-20,264,54,286,946,1250,Hyderabad,3
PROD9759,Tablet,Home Appliances,Supplier D,2023-11-24,2023-11-27,418,62,30,1439,1896,Mumbai,3
PROD9760,TV,Fashion,Supplier D,2024-05-21,2024-05-24,214,126,127,1962,2402,Delhi,3
PROD9761,Tablet,Electronics,Supplier D,2023-10-02,2023-10-09,365,138,127,555,1033,Mumbai,7
PROD9762,Mixer,Home Appliances,Supplier D,2024-09-05,2024-09-07,154,112,300,1163,1244,Mumbai,2
PROD9763,AC,Home Appliances,Supplier C,2024-10-22,2024-10-26,172,106,275,516,824,Chennai,4
PROD9764,AC,Home Appliances,Supplier A,2024-03-30,2024-04-06,242,99,283,1649,1954,Hyderabad,7
PROD9765,Shoes,Sports,Supplier C,2023-02-15,2023-02-24,68,65,268,750,1006,Mumbai,9
PROD9766,Fan,Home Appliances,Supplier C,2023-12-23,2023-12-30,208,130,67,921,1388,Delhi,7
PROD9767,TV,Electronics,Supplier C,2023-02-05,2023-02-15,52,78,196,257,579,Delhi,10
PROD9768,Camera,Home Appliances,Supplier A,2024-10-10,2024-10-19,278,132,299,962,1324,Chennai,9
PROD9769,TV,Electronics,Supplier D,2024-05-11,2024-05-21,346,76,255,1831,2137,Mumbai,10
PROD9770,Tablet,Fashion,Supplier A,2023-01-22,2023-01-28,240,140,241,1326,1466,Bangalore,6
PROD9771,Tablet,Sports,Supplier E,2024-09-24,2024-09-28,368,122,105,218,320,Mumbai,4
PROD9772,Camera,Fashion,Supplier B,2023-08-31,2023-09-06,380,87,283,1204,1290,Bangalore,6
PROD9773,Camera,Fashion,Supplier A,2023-08-29,2023-08-30,393,50,150,594,844,Hyderabad,1
PROD9774,Phone,Electronics,Supplier E,2024-11-24,2024-12-01,455,68,254,1172,1328,Hyderabad,7
PROD9775,Mixer,Electronics,Supplier C,2023-08-07,2023-08-09,195,91,95,625,943,Hyderabad,2
PROD9776,Watch,Sports,Supplier A,2023-02-05,2023-02-08,94,78,300,1048,1427,Chennai,3
PROD9777,Phone,Electronics,Supplier E,2023-05-16,2023-05-24,125,91,197,1914,2086,Delhi,8
PROD9778,Camera,Sports,Supplier B,2023-06-12,2023-06-14,304,66,260,1025,1409,Chennai,2
PROD9779,Camera,Sports,Supplier B,2024-06-10,2024-06-19,470,88,4,1860,2341,Delhi,9
PROD9780,Camera,Fashion,Supplier C,2024-07-23,2024-08-02,308,95,31,1021,1150,Chennai,10
PROD9781,Laptop,Electronics,Supplier A,2023-12-16,2023-12-17,89,141,150,204,615,Chennai,1
PROD9782,Tablet,Fashion,Supplier E,2024-02-16,2024-02-25,359,134,184,1794,1874,Bangalore,9
PROD9783,AC,Home Appliances,Supplier B,2024-01-20,2024-01-26,324,143,110,1391,1757,Chennai,6
PROD9784,Tablet,Electronics,Supplier C,2023-09-05,2023-09-07,326,61,199,1185,1412,Chennai,2
PROD9785,Watch,Electronics,Supplier A,2023-07-28,2023-08-05,218,130,294,1267,1496,Delhi,8
PROD9786,Mixer,Fashion,Supplier D,2023-04-21,2023-04-22,159,135,146,1996,2254,Chennai,1
PROD9787,Laptop,Sports,Supplier E,2024-10-14,2024-10-24,134,106,100,1003,1409,Hyderabad,10
PROD9788,AC,Fashion,Supplier E,2024-08-19,2024-08-28,414,77,58,1267,1504,Bangalore,9
PROD9789,AC,Sports,Supplier A,2024-04-25,2024-04-30,6,133,87,578,999,Mumbai,5
PROD9790,Shoes,Fashion,Supplier D,2024-09-16,2024-09-19,178,84,163,751,933,Chennai,3
PROD9791,Phone,Home Appliances,Supplier B,2023-06-05,2023-06-15,14,136,95,1866,2287,Delhi,10
PROD9792,Tablet,Fashion,Supplier A,2023-04-15,2023-04-22,132,52,103,1413,1784,Bangalore,7
PROD9793,Watch,Electronics,Supplier D,2024-02-21,2024-02-29,162,135,160,1842,1915,Bangalore,8
PROD9794,Camera,Electronics,Supplier D,2023-03-21,2023-03-22,430,119,58,709,1182,Hyderabad,1
PROD9795,Shoes,Home Appliances,Supplier B,2024-08-15,2024-08-18,93,69,135,355,564,Chennai,3
PROD9796,Tablet,Electronics,Supplier E,2023-05-17,2023-05-20,23,87,297,254,567,Chennai,3
PROD9797,Fan,Fashion,Supplier A,2024-10-09,2024-10-16,6,92,112,1314,1697,Mumbai,7
PROD9798,Tablet,Electronics,Supplier E,2024-01-14,2024-01-17,134,148,73,1930,2111,Delhi,3
PROD9799,Phone,Sports,Supplier E,2024-12-12,2024-12-20,492,59,75,1367,1534,Hyderabad,8
PROD9800,TV,Home Appliances,Supplier E,2023-01-25,2023-02-04,332,77,237,614,713,Mumbai,10
PROD9801,Laptop,Sports,Supplier A,2024-07-02,2024-07-10,98,60,146,705,1152,Delhi,8
PROD9802,TV,Sports,Supplier A,2023-10-28,2023-11-03,82,67,31,570,967,Chennai,6
PROD9803,AC,Home Appliances,Supplier C,2024-07-31,2024-08-08,379,110,13,664,966,Bangalore,8
PROD9804,TV,Sports,Supplier A,2024-08-10,2024-08-13,342,138,211,1359,1657,Chennai,3
PROD9805,Mixer,Electronics,Supplier C,2024-01-18,2024-01-28,428,68,298,1745,1928,Mumbai,10
PROD9806,TV,Fashion,Supplier C,2024-02-16,2024-02-21,291,142,67,257,330,Delhi,5
PROD9807,Phone,Sports,Supplier D,2023-01-27,2023-01-30,435,126,67,1735,1791,Hyderabad,3
PROD9808,Mixer,Home Appliances,Supplier A,2024-06-26,2024-07-05,313,50,27,1534,1782,Hyderabad,9
PROD9809,Shoes,Sports,Supplier A,2024-01-05,2024-01-13,208,104,76,1980,2294,Delhi,8
PROD9810,Camera,Sports,Supplier C,2023-04-09,2023-04-13,388,95,85,1123,1596,Hyderabad,4
PROD9811,Mixer,Fashion,Supplier E,2024-10-19,2024-10-21,186,108,101,724,1053,Chennai,2
PROD9812,AC,Fashion,Supplier D,2023-12-01,2023-12-10,278,134,91,1218,1460,Chennai,9
PROD9813,TV,Sports,Supplier B,2023-02-22,2023-03-01,140,142,272,1608,1770,Delhi,7
PROD9814,Shoes,Fashion,Supplier E,2024-06-14,2024-06-19,363,101,233,1974,2398,Mumbai,5
PROD9815,AC,Electronics,Supplier E,2024-06-21,2024-06-25,180,91,70,486,669,Bangalore,4
PROD9816,Watch,Home Appliances,Supplier C,2024-11-01,2024-11-03,473,148,83,1689,1939,Mumbai,2
PROD9817,Camera,Electronics,Supplier A,2024-04-04,2024-04-10,489,132,189,252,664,Mumbai,6
PROD9818,Phone,Sports,Supplier D,2024-04-08,2024-04-11,423,117,9,1000,1341,Chennai,3
PROD9819,TV,Electronics,Supplier E,2024-06-21,2024-06-30,392,137,112,208,697,Hyderabad,9
PROD9820,Tablet,Electronics,Supplier C,2024-06-02,2024-06-06,251,97,113,1898,2307,Bangalore,4
PROD9821,Mixer,Fashion,Supplier B,2023-01-18,2023-01-28,368,99,263,256,488,Mumbai,10
PROD9822,TV,Fashion,Supplier C,2024-04-25,2024-05-01,454,79,57,328,603,Mumbai,6
PROD9823,Camera,Sports,Supplier B,2023-01-07,2023-01-12,455,84,182,1063,1154,Hyderabad,5
PROD9824,TV,Fashion,Supplier B,2024-07-07,2024-07-17,102,113,234,483,650,Bangalore,10
PROD9825,Laptop,Electronics,Supplier E,2024-11-11,2024-11-13,163,138,193,1176,1544,Hyderabad,2
PROD9826,Shoes,Sports,Supplier E,2024-12-13,2024-12-22,70,143,133,1877,2128,Hyderabad,9
PROD9827,Shoes,Sports,Supplier C,2024-05-25,2024-05-26,95,137,42,1057,1482,Hyderabad,1
PROD9828,Camera,Home Appliances,Supplier C,2024-02-07,2024-02-11,272,55,70,228,370,Chennai,4
PROD9829,AC,Sports,Supplier C,2023-02-28,2023-03-01,345,140,4,348,611,Mumbai,1
PROD9830,Mixer,Sports,Supplier C,2024-04-21,2024-04-27,305,126,254,1660,2143,Chennai,6
PROD9831,Camera,Home Appliances,Supplier C,2024-04-10,2024-04-12,29,54,278,892,1156,Mumbai,2
PROD9832,Laptop,Sports,Supplier A,2023-01-07,2023-01-08,312,81,110,1050,1439,Hyderabad,1
PROD9833,Camera,Fashion,Supplier D,2023-03-10,2023-03-13,238,95,102,931,1186,Bangalore,3
PROD9834,Fan,Home Appliances,Supplier E,2024-04-26,2024-05-02,237,94,248,1006,1248,Mumbai,6
PROD9835,Shoes,Electronics,Supplier B,2024-01-21,2024-01-23,371,59,15,1289,1620,Bangalore,2
PROD9836,Laptop,Electronics,Supplier D,2024-09-19,2024-09-23,35,74,161,939,1182,Chennai,4
PROD9837,Laptop,Fashion,Supplier A,2023-11-18,2023-11-25,272,134,49,889,1129,Mumbai,7
PROD9838,Mixer,Fashion,Supplier B,2024-12-13,2024-12-22,199,134,124,1243,1436,Bangalore,9
PROD9839,Fan,Home Appliances,Supplier B,2024-04-10,2024-04-18,200,83,96,1509,1692,Delhi,8
PROD9840,Phone,Electronics,Supplier E,2024-06-20,2024-06-27,2,100,129,934,1090,Mumbai,7
PROD9841,Mixer,Sports,Supplier A,2023-06-17,2023-06-18,154,111,11,1316,1637,Mumbai,1
PROD9842,Shoes,Fashion,Supplier D,2024-06-21,2024-06-29,444,111,5,490,846,Hyderabad,8
PROD9843,TV,Fashion,Supplier C,2023-07-28,2023-07-30,479,121,184,885,1006,Hyderabad,2
PROD9844,Tablet,Electronics,Supplier D,2023-10-12,2023-10-13,282,142,10,1859,2278,Bangalore,1
PROD9845,Fan,Fashion,Supplier E,2023-04-25,2023-04-26,367,144,116,1394,1827,Hyderabad,1
PROD9846,Watch,Sports,Supplier C,2024-01-24,2024-01-27,347,88,104,1530,1781,Delhi,3
PROD9847,Watch,Electronics,Supplier B,2024-05-03,2024-05-05,442,52,228,355,818,Mumbai,2
PROD9848,Watch,Home Appliances,Supplier A,2023-06-04,2023-06-08,218,54,93,938,1415,Chennai,4
PROD9849,Tablet,Fashion,Supplier E,2023-05-16,2023-05-21,448,70,4,1209,1644,Bangalore,5
PROD9850,TV,Fashion,Supplier C,2024-01-06,2024-01-12,326,63,79,1926,2315,Bangalore,6
PROD9851,AC,Home Appliances,Supplier D,2023-12-08,2023-12-16,365,67,74,1862,2162,Bangalore,8
PROD9852,AC,Electronics,Supplier C,2024-02-13,2024-02-15,229,145,192,1029,1321,Chennai,2
PROD9853,Tablet,Fashion,Supplier D,2023-05-28,2023-05-31,219,95,78,794,1119,Bangalore,3
PROD9854,Mixer,Home Appliances,Supplier D,2024-03-28,2024-03-29,76,61,171,317,488,Delhi,1
PROD9855,Tablet,Sports,Supplier B,2024-03-16,2024-03-25,345,55,116,1525,1646,Delhi,9
PROD9856,Fan,Sports,Supplier A,2023-12-07,2023-12-11,156,88,83,984,1477,Bangalore,4
PROD9857,Fan,Home Appliances,Supplier E,2023-04-06,2023-04-10,349,120,68,750,1109,Delhi,4
PROD9858,Laptop,Home Appliances,Supplier B,2023-10-07,2023-10-11,184,72,200,937,1050,Chennai,4
PROD9859,Fan,Home Appliances,Supplier C,2023-08-01,2023-08-06,204,96,287,343,704,Chennai,5
PROD9860,Fan,Sports,Supplier A,2023-11-29,2023-12-04,480,146,293,1064,1214,Hyderabad,5
PROD9861,TV,Sports,Supplier A,2023-04-06,2023-04-13,409,131,25,1440,1633,Hyderabad,7
PROD9862,Laptop,Sports,Supplier C,2024-03-07,2024-03-11,155,71,31,1759,1853,Bangalore,4
PROD9863,Camera,Sports,Supplier B,2023-01-03,2023-01-12,341,51,246,884,1184,Mumbai,9
PROD9864,Laptop,Sports,Supplier B,2024-02-09,2024-02-18,41,140,191,1731,1914,Delhi,9
PROD9865,Camera,Electronics,Supplier A,2024-05-04,2024-05-10,173,71,216,1602,1846,Mumbai,6
PROD9866,Watch,Fashion,Supplier C,2023-01-26,2023-02-03,214,51,110,477,542,Hyderabad,8
PROD9867,Laptop,Electronics,Supplier D,2024-10-04,2024-10-08,131,77,221,616,672,Chennai,4
PROD9868,Camera,Sports,Supplier B,2023-04-04,2023-04-11,32,140,285,597,1091,Bangalore,7
PROD9869,Phone,Electronics,Supplier A,2024-02-24,2024-03-04,39,141,126,1755,1994,Bangalore,9
PROD9870,TV,Home Appliances,Supplier B,2024-03-22,2024-03-23,210,56,236,861,963,Delhi,1
PROD9871,Laptop,Sports,Supplier E,2023-08-22,2023-08-31,95,127,36,829,1150,Hyderabad,9
PROD9872,Fan,Sports,Supplier A,2024-01-23,2024-01-25,400,129,6,976,1095,Hyderabad,2
PROD9873,TV,Sports,Supplier C,2023-11-10,2023-11-16,239,64,213,1492,1643,Bangalore,6
PROD9874,Laptop,Sports,Supplier D,2024-08-09,2024-08-14,330,129,113,1598,1700,Chennai,5
PROD9875,Watch,Sports,Supplier E,2023-03-28,2023-04-07,469,55,171,450,854,Hyderabad,10
PROD9876,Mixer,Home Appliances,Supplier A,2024-01-07,2024-01-16,216,53,138,1015,1258,Bangalore,9
PROD9877,Tablet,Sports,Supplier B,2024-02-27,2024-03-03,156,104,154,523,697,Delhi,5
PROD9878,Fan,Electronics,Supplier C,2023-01-26,2023-01-29,458,80,49,500,621,Delhi,3
PROD9879,Shoes,Sports,Supplier D,2023-12-14,2023-12-21,431,74,197,1170,1356,Mumbai,7
PROD9880,Tablet,Home Appliances,Supplier C,2024-08-11,2024-08-21,306,117,141,1850,1969,Bangalore,10
PROD9881,Phone,Fashion,Supplier D,2023-08-29,2023-09-06,393,129,9,1666,1894,Mumbai,8
PROD9882,AC,Fashion,Supplier D,2024-01-14,2024-01-16,346,142,280,294,524,Mumbai,2
PROD9883,Mixer,Sports,Supplier C,2024-03-19,2024-03-22,392,50,145,943,1202,Bangalore,3
PROD9884,Camera,Home Appliances,Supplier D,2023-08-13,2023-08-16,427,127,120,1421,1809,Hyderabad,3
PROD9885,Laptop,Electronics,Supplier A,2024-10-18,2024-10-20,389,55,92,630,964,Bangalore,2
PROD9886,Mixer,Fashion,Supplier D,2023-11-04,2023-11-10,301,76,12,1665,1804,Hyderabad,6
PROD9887,Shoes,Electronics,Supplier C,2023-09-08,2023-09-16,37,93,251,1288,1616,Hyderabad,8
PROD9888,Laptop,Sports,Supplier B,2024-02-02,2024-02-12,393,138,148,901,1281,Hyderabad,10
PROD9889,Phone,Electronics,Supplier C,2024-10-20,2024-10-29,126,65,6,1549,1915,Mumbai,9
PROD9890,Shoes,Home Appliances,Supplier B,2024-12-22,2025-01-01,98,101,10,700,934,Chennai,10
PROD9891,Phone,Sports,Supplier B,2024-05-13,2024-05-18,178,133,139,992,1191,Delhi,5
PROD9892,Mixer,Home Appliances,Supplier A,2024-05-03,2024-05-08,433,124,170,1678,2050,Chennai,5
PROD9893,Watch,Electronics,Supplier B,2024-12-15,2024-12-24,443,139,227,204,283,Hyderabad,9
PROD9894,AC,Fashion,Supplier E,2023-03-25,2023-03-27,340,117,75,769,842,Bangalore,2
PROD9895,Mixer,Sports,Supplier C,2023-01-08,2023-01-15,306,119,76,1884,2037,Chennai,7
PROD9896,Watch,Electronics,Supplier B,2023-04-04,2023-04-14,440,90,89,1452,1614,Chennai,10
PROD9897,TV,Sports,Supplier B,2023-02-19,2023-02-25,192,81,23,589,941,Hyderabad,6
PROD9898,Tablet,Sports,Supplier B,2024-01-18,2024-01-27,41,85,275,1387,1647,Bangalore,9
PROD9899,AC,Electronics,Supplier A,2024-04-19,2024-04-29,110,61,253,1299,1545,Chennai,10
PROD9900,Laptop,Fashion,Supplier D,2023-10-25,2023-10-29,150,150,88,1434,1516,Bangalore,4
PROD9901,Mixer,Electronics,Supplier D,2024-05-07,2024-05-09,168,97,161,223,316,Hyderabad,2
PROD9902,Shoes,Fashion,Supplier C,2024-06-24,2024-06-27,154,85,13,1718,2214,Delhi,3
PROD9903,TV,Home Appliances,Supplier E,2024-09-09,2024-09-18,281,110,199,333,793,Delhi,9
PROD9904,Fan,Home Appliances,Supplier E,2024-03-26,2024-04-04,174,66,257,1149,1528,Hyderabad,9
PROD9905,Laptop,Home Appliances,Supplier C,2023-11-05,2023-11-08,448,90,108,1477,1639,Bangalore,3
PROD9906,TV,Home Appliances,Supplier B,2023-10-17,2023-10-26,425,106,240,1708,1829,Mumbai,9
PROD9907,Watch,Fashion,Supplier D,2023-10-02,2023-10-06,96,148,22,237,355,Mumbai,4
PROD9908,Tablet,Sports,Supplier B,2024-06-07,2024-06-11,480,93,27,1557,1954,Chennai,4
PROD9909,Camera,Fashion,Supplier C,2024-04-13,2024-04-20,468,95,285,1198,1608,Chennai,7
PROD9910,Laptop,Home Appliances,Supplier B,2024-10-21,2024-10-27,263,142,160,1855,2331,Chennai,6
PROD9911,Camera,Sports,Supplier B,2023-05-08,2023-05-14,66,136,127,855,918,Mumbai,6
PROD9912,AC,Home Appliances,Supplier E,2023-02-24,2023-03-02,403,143,29,476,895,Hyderabad,6
